,AS_distribution_most_pop_ans,AS_entropy_distance_highest_lowest,AS_has_pop_ans_changed,AS_std_distance_highest_lowest,AS_var_distance_highest_lowest,A_above50%,A_distance1-2,A_distance1-last,A_entropy,A_entropy_eliminate,A_num,A_var,A_wasser_uniform,CS_mean_high_low_diff,CS_var_high_low_diff,CS_var_least_pop,CS_var_most_pop,C_above_90,C_above_95,C_above_98,C_distance_mean,C_highest,C_if_highest_pop,C_least_pop,C_lowest,C_mean,C_most_pop,C_std,C_under_15,C_var,HAC,MR,NONE,P_above_80,P_high_con_low_p,P_higher_then_vote,P_highest_mean,P_highest_std,P_highest_var,P_low_con_high_p,P_lower_then_votes,P_lowest_mean,P_lowest_std,P_lowest_var,P_prediction,SP,WC,ALL,dataset_id
0,0.003950617,0.057536414,1,0.521835246,2.545454545,1,7.091872741,19.09187274,2.115401562,0,92,47.72222222,0.412037037,0.173333333,0.070044444,0.002222222,0.026202129,0.152173913,0.108695652,0.108695652,0.626086957,1,0,0.1,0.1,0.373913043,0.662962963,0.310983561,0.358695652,0.096710775,1,1,0,0.065217391,1,3,0.181956522,0.231198386,0.053452694,4,67,0.043804348,0.047476365,0.002254005,2,1,1,1,0
1,0.006076389,0.153168482,0,2.649529771,20,1,4.32738247,21.32738247,1.262139166,1.066458089,98,136.25,2.125,0.05,0.003945312,0.061666667,0.000137388,0.367346939,0.214285714,0.214285714,0.265306122,1,1,0.6,0.1,0.734693878,0.731707317,0.227274015,0.010204082,0.051653478,1,0,0,0.224489796,4,0,0.368877551,0.240059018,0.057628332,4,98,0.128061224,0.136663285,0.018676853,0,0,0,0,0
2,0.005185185,0.446060496,1,1.997269073,25,1,11.62299574,34.62299574,1.115028067,0.61724177,91,337.7142857,2.12244898,0.006666667,0.006366667,0.008888889,0.000125338,0.725274725,0.582417582,0.582417582,0.107692308,1,1,0.4,0.4,0.892307692,0.898148148,0.167220831,0,0.027962806,0,0,1,0.373626374,5,0,0.462637363,0.312785554,0.097834803,0,82,0.036703297,0.05821625,0.003389132,4,0,0,0,0
3,0.003527337,0.239139491,0,1.121547085,3.75,1,-2.242640687,8.757359313,1.933947159,1.090691321,64,18,0.46875,0.10952381,0.039818594,0.028888889,0.002916667,0.1875,0.09375,0.09375,0.4234375,1,1,0.3,0.1,0.5765625,0.533333333,0.266189657,0.09375,0.070856934,0,1,0,0.109375,2,2,0.19921875,0.234442855,0.054963452,4,57,0.0796875,0.101195491,0.010240527,3,1,0,0,0
4,0.008821676,0.357630354,0,2.790074483,18.5,1,-4.088723439,8.911276561,1.302358444,1.040949146,70,50.25,1.75,0.056521739,0.039924386,0.011666667,0.008254729,0.285714286,0.214285714,0.214285714,0.292857143,1,1,0.72,0.1,0.707142857,0.707692308,0.241022482,0.028571429,0.058091837,0,0,1,0.142857143,1,0,0.31,0.271714135,0.073828571,3,70,0.151428571,0.171124731,0.029283673,0,0,0,0,0
5,0.002700617,0.107880777,1,1.124796353,7.2,1,8.214296142,19.21429614,1.406829813,0.997271523,74,95.76,1.472,0.116666667,0.032447917,0.011666667,1.77E-05,0.364864865,0.216216216,0.216216216,0.293243243,1,1,0.775,0.1,0.706756757,0.727272727,0.252731607,0.040540541,0.063873265,0,0,1,0.108108108,4,0,0.329054054,0.233800382,0.054662619,1,74,0.120945946,0.109417743,0.011972243,0,0,0,0,0
6,0.003472222,0.28079421,0,1.779617626,11.42857143,1,8.713186878,13.71318688,1.179132411,0,97,86.24489796,1.495626822,0.090625,0.014638672,0.007654321,0.001516667,0.350515464,0.216494845,0.216494845,0.318556701,1,1,0.36,0.1,0.681443299,0.778571429,0.267223177,0.041237113,0.071408226,0,1,0,0.144329897,0,0,0.228350515,0.225849679,0.051008077,1,52,0.080412371,0.113045362,0.012779254,0,1,1,0,0
7,0.000925375,0.130155387,0,1.694535849,27,1,1.082007614,42.08200761,1.589269947,0.670819844,248,525.234375,2.765625,0.091463415,0.010171029,0.017222222,0.002023915,0.137096774,0.052419355,0.052419355,0.476612903,1,1,0.6,0.1,0.523387097,0.575362319,0.265824606,0.080645161,0.070662721,0,0,1,0,11,0,0.163136469,0.102493441,0.010504906,1,183,0.094216507,0.046927742,0.002202213,0,0,0,0,0
8,0.001519097,0.170340065,0,1.351408738,16,1,-7.465394356,21.53460564,1.143119236,0.685314207,97,305.04,3.296,0.121875,0.049462891,0.037638889,0.001203945,0.484536082,0.24742268,0.24742268,0.224742268,1,0,0.716666667,0.1,0.775257732,0.793333333,0.222465532,0.010309278,0.049490913,1,1,0,0.216494845,2,0,0.366804124,0.288620321,0.08330169,2,97,0.055154639,0.09009861,0.00811776,0,1,1,1,0
9,0.004123264,0.308230338,0,2.410565429,22.4,1,-9.659088952,21.34091105,1.321707508,1.048045332,98,214.8888889,2.166666667,0.04375,0.005556641,0.023888889,0.001377186,0.102040816,0.051020408,0.051020408,0.463265306,1,1,0.25,0.1,0.536734694,0.531578947,0.252492778,0.132653061,0.063752603,0,1,0,0.132653061,3,0,0.235816327,0.216299695,0.046785558,3,96,0.122142857,0.123250987,0.015190806,1,1,1,0,0
10,0.002652791,0.303274196,1,2.055342859,25.6,1,12.0579637,32.0579637,1.233469467,0.613077572,99,321.9166667,2.388888889,0.039393939,0.011680441,0.002222222,0.000205556,0.121212121,0.080808081,0.080808081,0.437373737,1,1,0.466666667,0.1,0.562626263,0.581132075,0.24683281,0.090909091,0.060926436,0,1,0,0.101010101,4,0,0.286464646,0.22080346,0.048754168,5,96,0.097474747,0.089303784,0.007975166,0,1,1,0,0
11,0.001618684,0.145338298,1,1.003964618,10.66666667,1,14.23347428,30.23347428,1.373269961,0.592396893,93,248.5833333,2.055555556,0.096774194,0.001394381,0.028888889,0.002003708,0.419354839,0.344086022,0.344086022,0.378494624,1,0,0.333333333,0.1,0.621505376,0.814285714,0.35856628,0.193548387,0.128569777,1,1,0,0.11827957,2,0,0.348924731,0.267804544,0.071719274,2,90,0.113978495,0.078069996,0.006094924,0,1,1,1,0
12,0.000833013,0.16584675,1,2.288510644,73,1,41.24296518,104.2429652,1.42661828,0.606507864,307,2280.734375,4.3828125,0.055882353,0.011877163,0.162222222,0.001074989,0.302931596,0.214983713,0.214983713,0.372638436,1,1,0.1,0.1,0.627361564,0.650326797,0.298040085,0.104234528,0.088827892,0,0,1,0.172638436,4,1,0.434201954,0.262448254,0.068879086,8,298,0.032736156,0.061036905,0.003725504,5,0,0,0,0
13,0.0095742,0.416323276,1,1.614348001,9.25,1,9.588698079,19.58869808,1.657583405,0.588168777,64,70.75,0.75,0.180952381,0.003537415,0.021666667,0.00326204,0.1875,0.140625,0.140625,0.3984375,1,1,1,0.1,0.6015625,0.589655172,0.26130214,0.046875,0.068278809,0,0,1,0.109375,4,2,0.2309375,0.208571921,0.043502246,2,51,0.07765625,0.062343358,0.003886694,1,0,0,0,0
14,0.001666667,0.200126754,1,1.613926333,17,1,18.3857259,31.3857259,1.550128318,0.583527472,121,243.8055556,1.87962963,0.1175,0.04031875,0.028888889,0.001221165,0.380165289,0.198347107,0.198347107,0.251239669,1,1,0.671428571,0.1,0.748760331,0.755555556,0.228945012,0.033057851,0.052415819,0,1,0,0.115702479,9,0,0.331322314,0.248309798,0.061657756,1,121,0.099173554,0.123419508,0.015232375,0,1,1,0,0
15,0.004770699,0.322396836,0,2.625595575,25,1,-5.897441811,24.10255819,1.53453055,0.687596738,115,193.1388889,2.092592593,0.092105263,0.012527701,0.015555556,0.0175015,0.243478261,0.173913043,0.173913043,0.388695652,1,0,0.6,0.1,0.611304348,0.652380952,0.292445526,0.086956522,0.085524386,0,0,1,0.07826087,11,0,0.291565217,0.254700476,0.064872333,4,115,0.067391304,0.083957411,0.007048847,0,0,0,0,0
16,0.001136271,0.059431624,1,0.759490139,5.333333333,1,1.21196876,18.21196876,1.666397727,1.05103789,113,95.80555556,1.407407407,0.062162162,0.008970051,0.008888889,0.000872006,0.345132743,0.238938053,0.238938053,0.330088496,1,1,0.522222222,0.1,0.669911504,0.691891892,0.288077225,0.07079646,0.082988488,0,1,0,0.053097345,13,0,0.242212389,0.202674343,0.041076889,2,113,0.09079646,0.102703605,0.01054803,0,1,1,0,0
17,0.002916667,0.154966432,1,1.96250061,17,1,15.72441182,21.72441182,1.664570992,0,121,127.1388889,1.37962963,0.0725,0.029625,0.022469136,0.00906314,0.305785124,0.214876033,0.214876033,0.329752066,1,1,0.791666667,0.1,0.670247934,0.748888889,0.281860592,0.099173554,0.079445393,0,1,0,0.074380165,8,0,0.255289256,0.215107409,0.046271197,2,121,0.135371901,0.11105058,0.012332231,0,1,1,0,0
18,0.001260239,0.241094671,0,0.820537095,4,1,-4.071008389,11.92899161,1.761207915,0.691761499,71,36.85714286,0.743440233,0.060869565,0.041928166,0.093888889,0.008368056,0.126760563,0.070422535,0.070422535,0.415492958,1,1,0.35,0.1,0.584507042,0.54,0.257642556,0.098591549,0.066379687,0,0,1,0.028169014,1,1,0.221549296,0.173161554,0.029984924,3,68,0.109859155,0.071018604,0.005043642,0,0,0,0,0
19,0.002081165,0.150682504,0,1.563970531,16.5,1,-6.790199458,19.20980054,1.175850473,0.687596738,94,218.75,3.625,0.070967742,0.023100937,0.025987654,0.007505215,0.170212766,0.106382979,0.106382979,0.45212766,1,1,0.5625,0.1,0.54787234,0.478571429,0.281987144,0.127659574,0.07951675,0,1,0,0.031914894,0,0,0.317021277,0.20233472,0.040939339,3,94,0.185638298,0.145792235,0.021255376,0,1,0,0,0
20,0.000385802,0.23104906,1,1.027460352,5.333333333,1,1.128695015,11.12869502,1.681642792,1.063263548,73,34.47222222,0.814814815,0.045833333,0.02125,0.015555556,0.005228571,0.164383562,0.095890411,0.095890411,0.480821918,1,0,0.3,0.1,0.519178082,0.673913043,0.295007562,0.150684932,0.087029461,1,1,0,0.01369863,1,0,0.232191781,0.158626351,0.025162319,1,73,0.139726027,0.064616309,0.004175267,0,1,1,1,0
21,0.003209877,0.136111745,1,4,56,1,22,22,0.568356643,0.568356643,90,484,11,0.130666667,0.009708889,0.000180247,0.00204978,0.355555556,0.233333333,0.166666667,0.251333333,1,0,0.634347826,0.05,0.748666667,0.787910448,0.221500941,0.022222222,0.049062667,1,1,0,0.422222222,0,0,0.685666667,0.233228786,0.054395667,5,90,0.314333333,0.233228786,0.054395667,0,1,1,1,1
22,0.000246914,0.006691544,1,1,3,1,4,4,0.689191344,0.689191344,90,16,2,0.014,0.032235222,0.026787907,0.010754613,0.1,0.077777778,0.044444444,0.416777778,1,0,0.446829268,0.02,0.583222222,0.697346939,0.232182054,0.066666667,0.053908506,1,1,0,0.266666667,0,0,0.617888889,0.21664356,0.046934432,5,90,0.382111111,0.21664356,0.046934432,0,0,1,0,1
23,0.001728395,0.047717597,1,3,21,1,10,10,0.668248478,0.668248478,90,100,5,0.107333333,0.056408444,0.002854712,0.002938724,0.488888889,0.355555556,0.255555556,0.193333333,1,0,0.782571429,0.02,0.806666667,0.822,0.222755471,0.022222222,0.04962,0,0,1,0.466666667,0,0,0.602444444,0.300859181,0.090516247,2,90,0.397555556,0.300859181,0.090516247,0,0,0,0,1
24,0.006605892,0.256408391,1,5,90,1,30.5,30.5,0.435171076,0.435171076,89,930.25,15.25,0.075517241,0.051644709,0.005096,0.000488436,0.415730337,0.314606742,0.235955056,0.204606742,1,0,0.57,0.01,0.795393258,0.837466667,0.227300011,0.033707865,0.051665295,1,1,0,0.550561798,0,0,0.74741573,0.218367426,0.047684333,4,89,0.25258427,0.218367426,0.047684333,0,1,1,1,1
25,0.000792707,0.108625837,1,2,38,1,29.5,29.5,0.45356255,0.45356255,89,870.25,14.75,0.03137931,0.028827824,0.014208914,0.000199874,0.258426966,0.134831461,0.134831461,0.271797753,1,0,0.314,0,0.728202247,0.812162162,0.255156096,0.06741573,0.065104633,1,1,0,0.550561798,0,0,0.769438202,0.172440249,0.029735639,4,89,0.230561798,0.172440249,0.029735639,0,1,1,1,1
26,0.000792707,0.108625837,1,2,38,1,29.5,29.5,0.45356255,0.45356255,89,870.25,14.75,0.032068966,0.031426873,0.012544667,0.000160074,0.370786517,0.258426966,0.202247191,0.248202247,1,0,0.418666667,0,0.751797753,0.819324324,0.252464534,0.04494382,0.063738341,1,1,0,0.629213483,0,0,0.795505618,0.200493835,0.040197778,5,89,0.204494382,0.200493835,0.040197778,0,1,1,1,1
27,0.001056943,0.108625837,1,2,38,1,28.5,28.5,0.471052563,0.471052563,89,812.25,14.25,0.168965517,0.050360523,0.007235224,0.00206948,0.393258427,0.247191011,0.202247191,0.239662921,1,0,0.48125,0,0.760337079,0.821506849,0.240754663,0.033707865,0.057962808,1,1,0,0.516853933,0,0,0.778202247,0.16878656,0.028488903,3,89,0.221797753,0.16878656,0.028488903,0,1,1,1,1
28,0.004227771,0.048366755,1,4,20,1,5.5,5.5,0.68548969,0.68548969,89,30.25,2.75,0.095517241,0.077319144,0.035379793,0.004203032,0.483146067,0.325842697,0.247191011,0.279775281,1,0,0.550512821,0,0.720224719,0.8526,0.32713938,0.134831461,0.107020174,0,0,0,0.595505618,0,0,0.703258427,0.286398698,0.082024214,3,89,0.296741573,0.286398698,0.082024214,0,1,0,0,1
29,0.007134364,0.286782075,1,6,102,1,26.5,26.5,0.503501955,0.503501955,89,702.25,13.25,0.11,0.060427586,0.011515792,0.000223656,0.460674157,0.337078652,0.280898876,0.201685393,1,0,0.513333333,0.02,0.798314607,0.87056338,0.243680745,0.06741573,0.059380306,1,1,0,0.685393258,0,0,0.822696629,0.189403345,0.035873627,1,89,0.177303371,0.189403345,0.035873627,0,0,1,0,1
30,0.000792707,0.066711667,1,2,26,1,20.5,20.5,0.582923286,0.582923286,89,420.25,10.25,0.030344828,0.004426397,0.001466773,8.82E-06,0.292134831,0.179775281,0.112359551,0.273146067,1,0,0.53375,0,0.726853933,0.798153846,0.245322972,0.033707865,0.060183361,0,0,1,0.449438202,0,0,0.715393258,0.215620642,0.046492261,2,89,0.284606742,0.215620642,0.046492261,0,0,0,0,1
31,0.003435064,0.089206789,1,4,36,1,12.5,12.5,0.653159166,0.653159166,89,156.25,6.25,0.092758621,0.038291558,0.012758357,0.001002264,0.292134831,0.224719101,0.134831461,0.280561798,1,0,0.5459375,0.01,0.719438202,0.816842105,0.247728374,0.04494382,0.061369347,0,0,0,0.404494382,2,0,0.699101124,0.216190929,0.046738518,2,89,0.300898876,0.216190929,0.046738518,0,1,0,0,1
32,0.000264236,0.004765709,0,1,2,1,1.5,1.5,0.692578963,0.692578963,89,2.25,0.75,0.016896552,0.020560285,0.014188124,0.008129548,0.258426966,0.146067416,0.112359551,0.313370787,1,0,0.564186047,0.07,0.686629213,0.801086957,0.24473303,0.04494382,0.059894256,0,0,0,0.348314607,0,0,0.639550562,0.249317766,0.062159349,3,89,0.360449438,0.249317766,0.062159349,0,1,0,0,1
33,0.001728395,0.110461879,1,3,45,1,22,22,0.568356643,0.568356643,90,484,11,0.088333333,0.049588889,0.013160514,0.000545906,0.4,0.266666667,0.188888889,0.230444444,1,0,0.617391304,0.05,0.769555556,0.821791045,0.224756219,0.044444444,0.050515358,1,1,0,0.488888889,1,0,0.684444444,0.247844535,0.061426914,3,90,0.315555556,0.247844535,0.061426914,0,1,1,1,1
34,0.000792707,0.044349208,1,2,18,1,13.5,13.5,0.646397067,0.646397067,89,182.25,6.75,0.147931034,0.056386207,0.00077248,0.006342929,0.359550562,0.224719101,0.157303371,0.320786517,1,1,0.822903226,0,0.679213483,0.602413793,0.309186045,0.112359551,0.095596011,0,1,0,0.528089888,0,0,0.542696629,0.323494835,0.104648908,1,89,0.457303371,0.323494835,0.104648908,0,1,1,0,1
35,0.00184965,0.251194939,1,3,72,1,36.5,36.5,0.302277787,0,89,1332.25,18.25,0.09,0.0576,0.04519321,0.000738418,0.460674157,0.359550562,0.202247191,0.185168539,1,0,0.3425,0,0.814831461,0.861481481,0.22144628,0.04494382,0.049038455,1,1,0,0.617977528,0,0,0.818539326,0.178001077,0.031684383,2,89,0.181460674,0.178001077,0.031684383,0,1,1,1,1
36,0.000264236,0.036337982,1,1,14,1,22.5,22.5,0.559228061,0.559228061,89,506.25,11.25,0.025862069,0.03932937,0.003018266,0.000421175,0.303370787,0.202247191,0.134831461,0.251685393,1,0,0.555909091,0,0.748314607,0.811492537,0.219858156,0.033707865,0.048337609,1,1,0,0.505617978,1,0,0.716516854,0.241540473,0.0583418,4,89,0.283483146,0.241540473,0.0583418,0,1,1,1,1
37,0.00184965,0.028827035,0,3,12,1,1.5,1.5,0.692578963,0.692578963,89,2.25,0.75,0.117586207,0.044752675,0.002813412,0.007694531,0.337078652,0.258426966,0.202247191,0.281573034,1,1,0.778604651,0,0.718426966,0.662173913,0.267661109,0.04494382,0.071642469,0,1,0,0.528089888,0,0,0.616404494,0.29965241,0.089791567,3,89,0.383595506,0.29965241,0.089791567,0,1,0,0,1
38,0.005020478,0.359820776,1,5,110,1,33.5,33.5,0.374028095,0,89,1122.25,16.75,0.084827586,0.044344352,0.026080889,3.87E-05,0.494382022,0.359550562,0.303370787,0.162808989,1,0,0.52,0.01,0.837191011,0.881923077,0.1849202,0.011235955,0.03419548,1,1,0,0.595505618,1,0,0.81011236,0.171971348,0.029574145,1,89,0.18988764,0.171971348,0.029574145,0,1,1,1,1
39,0.000264236,0.068595648,1,1,22,1,33.5,33.5,0.374028095,0,89,1122.25,16.75,0.164137931,0.040060166,0.007792177,0.002469369,0.404494382,0.303370787,0.235955056,0.208764045,1,0,0.363636364,0,0.791235955,0.851538462,0.226605732,0.02247191,0.051350158,1,1,0,0.617977528,0,0,0.805280899,0.178772908,0.031959753,0,89,0.194719101,0.178772908,0.031959753,0,1,1,1,1
40,0.003435064,0.089206789,1,4,36,1,15.5,15.5,0.631195327,0.631195327,89,240.25,7.75,0.054482759,0.03446635,0.000236402,6.96E-05,0.280898876,0.157303371,0.112359551,0.277977528,1,0,0.602413793,0.02,0.722022472,0.779833333,0.234569555,0.04494382,0.055022876,1,1,0,0.415730337,0,0,0.634157303,0.264174819,0.069788335,4,89,0.365842697,0.264174819,0.069788335,0,1,1,1,1
41,0.000264236,0.014483896,1,1,6,1,10.5,10.5,0.665045549,0.665045549,89,110.25,5.25,0.061034483,0.013690606,0.001658487,0.00058489,0.213483146,0.112359551,0.078651685,0.313820225,1,0,0.580294118,0,0.686179775,0.751636364,0.244027562,0.056179775,0.059549451,0,0,0,0.460674157,0,0,0.661573034,0.258469562,0.066806514,3,89,0.338426966,0.258469562,0.066806514,0,1,0,0,1
42,0.005020478,0.256408391,1,5,90,1,27.5,27.5,0.487685949,0.487685949,89,756.25,13.75,0.047241379,0.015595482,0.005972449,0.000482224,0.303370787,0.191011236,0.08988764,0.264382022,1,0,0.455294118,0.04,0.735617978,0.801805556,0.233300477,0.04494382,0.054429112,1,1,0,0.483146067,0,0,0.739775281,0.194676208,0.037898826,2,89,0.260224719,0.194676208,0.037898826,0,1,1,1,1
43,0.00554895,0.256408391,1,5,90,1,28.5,28.5,0.471052563,0.471052563,89,812.25,14.25,0.05137931,0.034013555,0.025118,0.000273202,0.393258427,0.280898876,0.202247191,0.216404494,1,0,0.499375,0.04,0.783595506,0.845890411,0.223818984,0.02247191,0.050094938,1,1,0,0.561797753,0,0,0.766741573,0.208648811,0.043534326,0,89,0.233258427,0.208648811,0.043534326,0,1,1,1,1
44,0.005185185,0.156755338,1,5,65,1,21,21,0.579915171,0.579915171,90,441,10.5,0.112666667,0.032277333,0.000671184,0.005275215,0.277777778,0.177777778,0.155555556,0.330333333,1,1,0.79625,0,0.669666667,0.623636364,0.286090312,0.066666667,0.081847667,0,1,0,0.4,0,0,0.557,0.278701154,0.077674333,3,90,0.443,0.278701154,0.077674333,0,1,1,0,1
45,0.00184965,0.074722893,1,3,30,1,15.5,15.5,0.631195327,0.631195327,89,240.25,7.75,0.062413793,0.032109631,0.017652482,0.000565086,0.280898876,0.112359551,0.08988764,0.294044944,1,0,0.524137931,0.04,0.705955056,0.793833333,0.227446594,0.033707865,0.051731953,0,0,1,0.359550562,1,0,0.663146067,0.231742765,0.053704709,4,89,0.336853933,0.231742765,0.053704709,0,0,0,0,1
46,0.004227771,0.134370078,1,4,52,1,21.5,21.5,0.571405134,0.571405134,89,462.25,10.75,0.07862069,0.015282045,0.003116957,0.000907127,0.393258427,0.303370787,0.258426966,0.308202247,1,1,0.812608696,0,0.691797753,0.64969697,0.326832128,0.146067416,0.10681924,0,1,0,0.640449438,0,0,0.512247191,0.361556413,0.13072304,2,89,0.487752809,0.361556413,0.13072304,0,1,1,0,1
47,0.0073986,0.286782075,1,6,102,1,25.5,25.5,0.518535161,0.518535161,89,650.25,12.75,0.055172414,0.022434483,0.003648604,4.55E-06,0.325842697,0.157303371,0.123595506,0.237977528,1,0,0.568421053,0.01,0.762022472,0.814571429,0.202235705,0.011235955,0.04089928,0,0,1,0.483146067,0,0,0.73505618,0.191317864,0.036602525,1,89,0.26494382,0.191317864,0.036602525,0,0,0,0,1
48,0.003170828,0.048366755,0,4,20,1,7.5,7.5,0.678876413,0.678876413,89,56.25,3.75,0.152413793,0.032744828,0.01665458,0.000945862,0.303370787,0.191011236,0.134831461,0.303595506,1,0,0.582162162,0.03,0.696404494,0.777692308,0.272042822,0.056179775,0.074007297,0,0,0,0.460674157,0,0,0.65494382,0.276357217,0.076373311,3,89,0.34505618,0.276357217,0.076373311,0,1,0,0,1
49,0.000792707,0.014343138,1,2,6,1,4.5,4.5,0.68802544,0.68802544,89,20.25,2.25,0.053793103,0.009387872,0.009622222,0.007555996,0.314606742,0.179775281,0.157303371,0.287865169,1,1,0.8145,0.04,0.712134831,0.628571429,0.260545978,0.06741573,0.067884207,0,1,0,0.426966292,0,0,0.591011236,0.290466672,0.084370888,0,89,0.408988764,0.290466672,0.084370888,0,1,0,0,1
50,0,0,1,0,0,1,19.5,19.5,0.593800269,0.593800269,89,380.25,9.75,0.147931034,0.067046373,0.003096858,0.005511342,0.516853933,0.404494382,0.359550562,0.248876404,1,1,0.838,0,0.751123596,0.7171875,0.328566646,0.123595506,0.107956041,0,1,0,0.775280899,2,0,0.523932584,0.406891803,0.165560939,0,89,0.476067416,0.406891803,0.165560939,0,1,1,0,1
51,0.004227771,0.134370078,1,4,52,1,17.5,17.5,0.613693367,0.613693367,89,306.25,8.75,0.04137931,0.045841379,0.010474421,0.00037337,0.325842697,0.179775281,0.123595506,0.280224719,1,0,0.483333333,0,0.719775281,0.822741935,0.25701387,0.06741573,0.066056129,1,1,0,0.449438202,0,0,0.701685393,0.244743553,0.059899407,2,89,0.298314607,0.244743553,0.059899407,0,0,1,0,1
52,0.0073986,0.242995915,1,6,90,1,22.5,22.5,0.559228061,0.559228061,89,506.25,11.25,0.059310345,0.015546968,0.002071436,0.000514959,0.213483146,0.101123596,0.08988764,0.304719101,1,0,0.568181818,0.12,0.695280899,0.737014925,0.210553524,0.033707865,0.044332786,0,0,1,0.382022472,0,0,0.66494382,0.231293984,0.053496907,2,89,0.33505618,0.231293984,0.053496907,0,0,0,0,1
53,0.00184965,0.129309585,1,3,48,1,24.5,24.5,0.532816209,0.532816209,89,600.25,12.25,0.005172414,0.023785493,0.001041358,0.000409726,0.213483146,0.078651685,0.033707865,0.312134831,1,0,0.5095,0.01,0.687865169,0.739565217,0.210886156,0.02247191,0.044472971,1,1,0,0.449438202,0,0,0.683707865,0.228715917,0.052310971,2,89,0.316292135,0.228715917,0.052310971,0,1,1,1,1
54,0.009776721,0.311591563,1,7,112,1,24.5,24.5,0.532816209,0.532816209,89,600.25,12.25,0.023793103,0.009606659,0.010746804,1.95E-05,0.325842697,0.191011236,0.157303371,0.262808989,1,0,0.471,0.05,0.737191011,0.814347826,0.234170728,0.033707865,0.05483593,1,1,0,0.471910112,0,0,0.716292135,0.216106414,0.046701982,1,89,0.283707865,0.216106414,0.046701982,0,1,1,1,1
55,0.001728395,0.07724259,1,3,33,1,17,17,0.619986802,0.619986802,90,289,8.5,0.063666667,0.017292333,0.003104316,0.001318608,0.222222222,0.111111111,0.077777778,0.315222222,1,0,0.545357143,0.02,0.684777778,0.747741935,0.232576046,0.044444444,0.054091617,1,1,0,0.422222222,0,0,0.647555556,0.241643958,0.058391802,3,90,0.352444444,0.241643958,0.058391802,0,1,1,1,1
56,0.00554895,0.073176243,0,5,30,1,10.5,10.5,0.665045549,0.665045549,89,110.25,5.25,0.071724138,0.033662069,0.003883224,0.001030833,0.258426966,0.157303371,0.101123596,0.319325843,1,0,0.528235294,0,0.680674157,0.774909091,0.241390158,0.04494382,0.058269208,0,0,0,0.438202247,0,0,0.634382022,0.258195793,0.066665068,1,89,0.365617978,0.258195793,0.066665068,0,1,0,0,1
57,0.003435064,0.15968327,1,4,60,1,24.5,24.5,0.532816209,0.532816209,89,600.25,12.25,0.181034483,0.044475149,0.020534754,0.00193611,0.314606742,0.213483146,0.134831461,0.233370787,1,0,0.6275,0.06,0.766629213,0.806956522,0.201795,0.011235955,0.040721222,0,0,1,0.483146067,0,0,0.704719101,0.235124112,0.055283348,0,89,0.295280899,0.235124112,0.055283348,0,0,0,0,1
58,0.000264236,0.004765709,0,1,2,1,2.5,2.5,0.691568266,0.691568266,89,6.25,1.25,0.104482759,0.010170511,0.004219076,0.021664334,0.258426966,0.179775281,0.112359551,0.32247191,1,0,0.557857143,0.03,0.67752809,0.784468085,0.252970136,0.056179775,0.06399389,1,1,0,0.393258427,0,0,0.63,0.255488077,0.065274157,0,89,0.37,0.255488077,0.065274157,0,0,1,0,1
59,0.004227771,0.258860895,1,4,84,1,30.5,30.5,0.435171076,0.435171076,89,930.25,15.25,0.044827586,0.026330321,0.013970056,0.000751959,0.460674157,0.337078652,0.269662921,0.22258427,1,0,0.328571429,0.05,0.77741573,0.8612,0.247252444,0.056179775,0.061133771,1,1,0,0.606741573,0,0,0.778876404,0.187391546,0.035115591,2,89,0.221123596,0.187391546,0.035115591,0,1,1,1,1
60,0.001056943,0.014343138,0,2,6,1,2.5,2.5,0.691568266,0.691568266,89,6.25,1.25,0.144482759,0.025787396,0.010973049,0.001559204,0.337078652,0.213483146,0.157303371,0.26741573,1,0,0.636428571,0,0.73258427,0.818510638,0.270565484,0.06741573,0.073205681,0,0,0,0.539325843,0,0,0.621573034,0.320799209,0.102912132,1,89,0.378426966,0.320799209,0.102912132,0,1,0,0,1
61,0.003170828,0.309698096,1,4,92,1,35.5,35.5,0.327544775,0,89,1260.25,17.75,0.101724138,0.041791914,0.031716821,0.000266612,0.438202247,0.348314607,0.258426966,0.195842697,1,0,0.438888889,0.02,0.804157303,0.84525,0.214862428,0.02247191,0.046165863,1,1,0,0.573033708,0,0,0.782022472,0.18882951,0.035656584,2,89,0.217977528,0.18882951,0.035656584,0,1,1,1,1
62,0.00554895,0.359820776,1,5,110,1,34.5,34.5,0.351420288,0,89,1190.25,17.25,0.101034483,0.04299453,0.01199321,5.82E-05,0.629213483,0.438202247,0.393258427,0.139662921,1,0,0.519,0.15,0.860337079,0.903544304,0.188956029,0.011235955,0.035704381,1,1,0,0.730337079,0,0,0.826966292,0.214000969,0.045796415,1,89,0.173033708,0.214000969,0.045796415,0,1,1,1,1
63,0.00554895,0.073176243,0,5,30,1,8.5,8.5,0.674791952,0.674791952,89,72.25,4.25,0.147931034,0.035811891,0.014456114,0.031512493,0.337078652,0.235955056,0.202247191,0.349775281,1,1,0.818333333,0,0.650224719,0.536037736,0.331140276,0.157303371,0.109653882,0,1,0,0.550561798,1,0,0.629213483,0.308414666,0.095119606,1,89,0.370786517,0.308414666,0.095119606,0,1,0,0,1
