,AS_distribution_most_pop_ans,AS_entropy_distance_highest_lowest,AS_has_pop_ans_changed,AS_std_distance_highest_lowest,AS_var_distance_highest_lowest,A_above50%,A_distance1-2,A_distance1-last,A_entropy,A_entropy_eliminate,A_num,A_var,A_wasser_uniform,CS_mean_high_low_diff,CS_var_high_low_diff,CS_var_least_pop,CS_var_most_pop,C_above_90,C_above_95,C_above_98,C_distance_mean,C_highest,C_if_highest_pop,C_least_pop,C_lowest,C_mean,C_most_pop,C_std,C_under_15,C_var,HAC,MR,NONE,P_above_80,P_high_con_low_p,P_higher_then_vote,P_highest_mean,P_highest_std,P_highest_var,P_low_con_high_p,P_lower_then_votes,P_lowest_mean,P_lowest_std,P_lowest_var,P_prediction,SP,WC,dataset_id
331,0.002923977,0.049339478,1,5,35,1,10,10,0.677677898,0.677677898,114,100,5,0.168421053,0.015734072,0.007901244,0.012901291,0.122807018,0.122807018,0.122807018,0.398245614,1,0,0.544680851,0.2,0.601754386,0.641791045,0.260223405,0,0.06771622,1,1,0,0.263157895,0,0,0.550350877,0.239901039,0.057552508,16,114,0.449649123,0.239901039,0.057552508,0,1,1,2
332,0.013545953,0.276251908,1,10,160,1,22,22,0.607693424,0.607693424,108,484,11,0.083333333,0.013858025,0.002370053,0.001230705,0.064814815,0.064814815,0.064814815,0.503703704,1,0,0.425,0.2,0.496296296,0.526315789,0.258888624,0,0.06702332,1,1,0,0.175925926,0,0,0.559074074,0.195047653,0.038043587,22,108,0.440925926,0.195047653,0.038043587,0,1,1,2
333,0.008888889,0.172609243,1,1,2,1,2,2,0.661563238,0.661563238,16,4,1,0.12,0.0064,0.028888889,0.003024691,0.0625,0.0625,0.0625,0.5,1,0,0.4,0.2,0.5,0.56,0.244948974,0,0.06,1,1,0,0.125,0,0,0.53625,0.166841055,0.027835938,2,16,0.46375,0.166841055,0.027835937,0,1,1,2
334,0.008888889,0,1,1,4,1,5,5,0.482577565,0.482577565,16,25,2.5,0.04,0.0416,0.033688889,0.001491358,0.0625,0.0625,0.0625,0.3625,1,0,0.4,0.2,0.6375,0.692307692,0.1763342,0,0.03109375,1,1,0,0.1875,0,0,0.64125,0.136330252,0.018585938,0,16,0.35875,0.136330252,0.018585937,0,1,1,2
335,0,0,1,0,0,1,8,-8,0,0,16,64,4,0.08,0.016,0.001422222,0.001422222,0.0625,0.0625,0.0625,0.25,1,0,0.75,0.6,0.75,0.75,0.111803399,0,0.0125,1,1,0,0.3125,0,0,0.738125,0.101194043,0.010240234,0,16,0.261875,0.101194043,0.010240234,0,1,1,2
336,0,0,1,0,0,1,7,7,0.233791659,0,16,49,3.5,0.16,0.0032,0.020266667,0.002488889,0.125,0.125,0.125,0.35,1,0,0.4,0.4,0.65,0.666666667,0.16583124,0,0.0275,1,1,0,0.1875,0,0,0.693125,0.116603964,0.013596484,1,15,0.306875,0.116603964,0.013596484,0,1,1,2
337,0.008888889,0.172609243,1,1,2,1,3,3,0.621086375,0.621086375,16,9,1.5,0.16,0.0416,0.008888889,0.003888889,0.0625,0.0625,0.0625,0.475,1,0,0.52,0.2,0.525,0.527272727,0.210653744,0,0.044375,1,1,0,0.0625,0,0,0.5425,0.145795233,0.02125625,5,16,0.4575,0.145795233,0.02125625,0,1,1,2
338,0.008888889,0.172609243,0,1,2,1,1,1,0.685314207,0.685314207,16,1,0.5,0.08,0.016,0.015555556,0.003888889,0,0,0,0.2,0.8,0,0.571428571,0.4,0.6,0.622222222,0.141421356,0,0.02,1,1,0,0.0625,0,0,0.515625,0.153865556,0.023674609,2,16,0.484375,0.153865556,0.023674609,0,1,1,2
339,0.008888889,0,1,1,4,1,7,7,0.233791659,0,16,49,3.5,0.16,0.0256,0.004622222,0.004622222,0.125,0.125,0.125,0.3,1,0,0.6,0.6,0.7,0.706666667,0.141421356,0,0.02,1,1,0,0.1875,0,0,0.689375,0.141662837,0.020068359,0,15,0.310625,0.141662837,0.020068359,0,1,1,2
340,0.008888889,0.172609243,0,1,2,1,3,3,0.621086375,0.621086375,16,9,1.5,0.2,0.016,0.028888889,0.004135802,0,0,0,0.225,0.8,0,0.44,0.2,0.575,0.636363636,0.15612495,0,0.024375,1,1,0,0.125,0,0,0.6225,0.119765396,0.01434375,1,16,0.3775,0.119765396,0.01434375,0,1,1,2
