,AS_distribution_most_pop_ans,AS_entropy_distance_highest_lowest,AS_has_pop_ans_changed,AS_std_distance_highest_lowest,AS_var_distance_highest_lowest,A_above50%,A_distance1-2,A_distance1-last,A_entropy,A_entropy_eliminate,A_num,A_var,A_wasser_uniform,CS_mean_high_low_diff,CS_var_high_low_diff,CS_var_least_pop,CS_var_most_pop,C_above_90,C_above_95,C_above_98,C_distance_mean,C_highest,C_if_highest_pop,C_least_pop,C_lowest,C_mean,C_most_pop,C_std,C_under_15,C_var,HAC,MR,P_above_80,P_high_con_low_p,P_higher_then_vote,P_highest_mean,P_highest_std,P_highest_var,P_low_con_high_p,P_lower_then_votes,P_lowest_mean,P_lowest_std,P_lowest_var,P_prediction,SP,WC
273,1.232595164407831e-32,0.0,1.0,0.0,0.0,1.0,28.5,28.5,0.5004024235381879,0.5004024235381879,95.0,812.25,14.25,0.07709677419354855,0.0033458896982310124,0.002614913580246913,0.000886313104145272,0.28421052631578947,0.2,0.15789473684210525,0.24599999999999989,1.0,0.0,0.6347368421052632,0.24,0.7540000000000001,0.7838157894736841,0.1872201068823876,0.0,0.03505136842105264,1.0,1.0,0.3368421052631579,0.0,0.0,0.6755789473684212,0.2148179929221537,0.04614677008310248,1.0,95.0,0.3244210526315789,0.2148179929221537,0.04614677008310247,0.0,1.0,1.0
274,0.0027748872702046483,0.2162225864249081,1.0,4.0,84.0,1.0,32.5,32.5,0.4361623253853443,0.4361623253853443,95.0,1056.25,16.25,0.05290322580645157,0.00647429760665973,0.003924074074074081,0.0009925754195011353,0.17894736842105263,0.12631578947368421,0.09473684210526316,0.27210526315789463,1.0,0.0,0.6533333333333334,0.28,0.7278947368421054,0.741875,0.1650001259128202,0.0,0.027225041551246526,0.0,0.0,0.1368421052631579,0.0,0.0,0.6362105263157894,0.15265495283821873,0.023303534626038784,4.0,95.0,0.36378947368421055,0.1526549528382187,0.023303534626038777,0.0,0.0,0.0
275,0.0016186842409527124,0.17543091286950402,1.0,3.0,84.0,1.0,43.5,43.5,0.17457802278461543,0.0,95.0,1892.25,21.75,0.07645161290322566,0.0033094693028095853,0.060005555555555555,0.0019321556348262626,0.4421052631578947,0.3684210526315789,0.3157894736842105,0.16789473684210543,1.0,0.0,0.5375,0.24,0.8321052631578946,0.8450549450549452,0.1632234163853633,0.0,0.02664188365650969,1.0,1.0,0.5473684210526316,0.0,0.0,0.7957894736842103,0.14750257052081944,0.021757008310249314,0.0,95.0,0.20421052631578945,0.14750257052081941,0.021757008310249307,0.0,1.0,1.0
276,0.00023124060585038694,0.03686334425576632,1.0,1.0,16.0,1.0,23.5,23.5,0.5652078053028136,0.5652078053028136,95.0,552.25,11.75,0.02741935483870983,0.02404266389177941,0.007060412698412688,0.0007074932287729897,0.3263157894736842,0.25263157894736843,0.21052631578947367,0.25789473684210507,1.0,0.0,0.5945833333333334,0.24,0.7421052631578949,0.7919718309859155,0.20332962471830965,0.0,0.04134293628808864,1.0,1.0,0.2736842105263158,0.0,0.0,0.6461052631578947,0.19587479748065764,0.03836693628808865,3.0,95.0,0.35389473684210526,0.19587479748065764,0.03836693628808865,0.0,1.0,1.0
277,0.0017283950617283945,0.03376554781647756,1.0,3.0,15.0,1.0,7.0,7.0,0.6809991432654108,0.6809991432654108,90.0,49.0,3.5,0.051000000000000045,0.005156777777777774,0.0007850521541950141,0.0011800034722222236,0.28888888888888886,0.2,0.12222222222222222,0.3071111111111111,1.0,0.0,0.6028947368421053,0.03,0.6928888888888889,0.7586538461538462,0.24163905333940836,0.044444444444444446,0.05838943209876543,0.0,0.0,0.4222222222222222,1.0,0.0,0.5865555555555555,0.27575013291468986,0.07603813580246914,6.0,90.0,0.41344444444444445,0.27575013291468986,0.07603813580246914,0.0,1.0,0.0
278,0.0030061278760550353,0.2162225864249081,1.0,4.0,84.0,1.0,31.5,31.5,0.4533737347507387,0.4533737347507387,95.0,992.25,15.75,0.05483870967741933,0.01177731529656607,0.001937654320987655,0.0004567727602499603,0.15789473684210525,0.09473684210526316,0.07368421052631578,0.3127368421052632,1.0,0.0,0.5318750000000001,0.26,0.6872631578947368,0.7187341772151897,0.18290315012833924,0.0,0.0334535623268698,1.0,1.0,0.23157894736842105,0.0,0.0,0.6464210526315789,0.18167012203716174,0.03300403324099724,2.0,95.0,0.353578947368421,0.18167012203716174,0.03300403324099724,0.0,1.0,1.0
279,0.0043935715111573575,0.15906319242617584,1.0,5.0,70.0,1.0,20.5,20.5,0.596886161767992,0.596886161767992,95.0,420.25,10.25,0.04258064516129034,0.004131113423517175,0.0005212516579940844,0.0002673513799621941,0.14736842105263157,0.08421052631578947,0.06315789473684211,0.30452631578947364,1.0,0.0,0.6855555555555554,0.3,0.6954736842105264,0.6994117647058823,0.1742458542649777,0.0,0.030361617728531853,0.0,0.0,0.1368421052631579,0.0,0.0,0.5906315789473685,0.18972451233754026,0.03599539058171746,5.0,95.0,0.4093684210526316,0.18972451233754023,0.035995390581717454,0.0,0.0,0.0
280,0.0006937218175511632,0.17543091286950402,1.0,2.0,54.0,1.0,41.5,41.5,0.23556958926865895,0.0,95.0,1722.25,20.75,0.049354838709677495,0.013416441207075958,0.010950000000000001,0.0003084145953973286,0.6526315789473685,0.6105263157894737,0.5052631578947369,0.0990526315789475,1.0,0.0,0.65,0.39,0.9009473684210525,0.917865168539326,0.14345418255692233,0.0,0.020579102493074795,1.0,1.0,0.7157894736842105,0.0,0.0,0.8334736842105263,0.1777092150029168,0.031580565096952916,2.0,95.0,0.16652631578947366,0.1777092150029168,0.03158056509695291,0.0,1.0,1.0
281,0.0009249624234015477,0.14532582593971574,1.0,2.0,50.0,1.0,37.5,37.5,0.336495757583516,0.0,95.0,1406.25,18.75,0.07548387096774212,0.024478251821019783,0.03884077173340528,0.00015511266304326613,0.6631578947368421,0.5894736842105263,0.5473684210526316,0.10557894736842088,1.0,0.0,0.567,0.2299999999999999,0.8944210526315791,0.9329411764705882,0.16592779526347365,0.0,0.027532033240997227,1.0,1.0,0.7578947368421053,0.0,0.0,0.8817894736842105,0.16234452609298095,0.026355745152354573,1.0,95.0,0.11821052631578946,0.16234452609298092,0.026355745152354563,0.0,1.0,1.0
282,0.0002312406058503885,0.09671122642377503,1.0,1.0,28.0,1.0,43.5,43.5,0.17457802278461543,0.0,95.0,1892.25,21.75,0.040322580645161255,0.019989386056191473,0.039559509769915596,0.0002649747608165148,0.8210526315789474,0.7894736842105263,0.7368421052631579,0.055157894736842183,1.0,0.0,0.5399999999999999,0.3299999999999999,0.9448421052631578,0.9626373626373625,0.1281271010232437,0.0,0.016416554016620497,1.0,1.0,0.8210526315789474,0.0,0.0,0.9073684210526315,0.14368980131787393,0.02064675900277008,0.0,95.0,0.09263157894736841,0.14368980131787393,0.02064675900277008,0.0,1.0,1.0
283,0.0006937218175511632,0.01254389408907386,0.0,2.0,6.0,1.0,2.5,2.5,0.6917614988524178,0.6917614988524178,95.0,6.25,1.25,0.02774193548387094,0.000803746097814792,0.0007663814562862206,0.00045823241061130406,0.17894736842105263,0.11578947368421053,0.07368421052631578,0.3216842105263158,1.0,1.0,0.6995555555555556,0.17,0.6783157894736842,0.6592000000000001,0.1901448347227585,0.0,0.03615505817174515,1.0,0.0,0.14736842105263157,0.0,0.0,0.5368421052631579,0.19435324951121316,0.03777318559556788,3.0,95.0,0.4631578947368421,0.19435324951121313,0.03777318559556787,0.0,1.0,0.0
284,0.0006937218175511632,0.17543091286950402,1.0,2.0,54.0,1.0,41.5,41.5,0.23556958926865895,0.0,95.0,1722.25,20.75,0.04709677419354796,0.005483662851196662,0.001216666666666666,0.00029693796662540916,0.5789473684210527,0.5052631578947369,0.4631578947368421,0.12010526315789471,1.0,0.0,0.6733333333333333,0.51,0.8798947368421053,0.8938202247191013,0.1454900592505214,0.0,0.02116735734072022,1.0,1.0,0.5684210526315789,0.0,0.0,0.7951578947368423,0.1721802186687862,0.029646027700831024,0.0,95.0,0.20484210526315785,0.17218021866878616,0.02964602770083102,0.0,1.0,1.0
285,0.00023124060585038688,0.07871968644572899,1.0,1.0,26.0,1.0,40.5,40.5,0.2630662524692844,0.0,95.0,1640.25,20.25,0.17838709677419362,0.08738876170655566,0.010775822028237047,0.005117421098651231,0.6736842105263158,0.6526315789473685,0.6105263157894737,0.12894736842105248,1.0,0.0,0.7342857142857142,0.0,0.8710526315789475,0.8819318181818182,0.23888104806504376,0.031578947368421054,0.05706415512465375,1.0,1.0,0.8,1.0,0.0,0.8043157894736843,0.2819318791615,0.07948558448753464,2.0,95.0,0.19568421052631582,0.2819318791615,0.07948558448753462,0.0,1.0,1.0
286,0.00023124060585038694,0.0,1.0,1.0,30.0,1.0,46.5,46.5,0.058406264933379116,0.0,95.0,2162.25,23.25,0.07483870967741946,0.013530697190426644,0.04170838247196209,0.0006675222569083157,0.7473684210526316,0.6421052631578947,0.5578947368421052,0.08452631578947367,1.0,0.0,0.5,0.5,0.9154736842105263,0.9198936170212766,0.1306644430436233,0.0,0.017073196675900272,1.0,1.0,0.7789473684210526,0.0,0.0,0.8775789473684212,0.13155519785665062,0.017306770083102493,0.0,94.0,0.1224210526315789,0.1315551978566506,0.017306770083102486,0.0,1.0,1.0
287,0.00023124060585038694,0.0,1.0,1.0,30.0,1.0,45.5,45.5,0.10210797344924928,0.0,95.0,2070.25,22.75,0.057741935483870854,0.02099687825182103,0.0749455659613828,0.00041653370331830097,0.8210526315789474,0.7684210526315789,0.7052631578947368,0.05884210526315792,1.0,0.0,0.505,0.29,0.9411578947368421,0.9505376344086021,0.13035064579328237,0.0,0.016991290858725767,1.0,1.0,0.8736842105263158,0.0,0.0,0.915578947368421,0.12343944425868081,0.015237296398891967,1.0,95.0,0.08442105263157892,0.12343944425868081,0.015237296398891965,0.0,1.0,1.0
288,0.0017283950617283945,0.24652972121898836,1.0,3.0,75.0,1.0,37.0,37.0,0.2999595524512935,0.0,90.0,1369.0,18.5,0.15733333333333321,0.043311000000000016,0.07416088888888889,0.0012496603311574312,0.45555555555555555,0.3111111111111111,0.23333333333333334,0.18944444444444453,1.0,0.0,0.48124999999999996,0.0899999999999999,0.8105555555555555,0.8426829268292683,0.19892131951609585,0.022222222222222223,0.03956969135802469,1.0,1.0,0.5777777777777777,0.0,0.0,0.7931111111111111,0.19031928987563354,0.03622143209876543,3.0,90.0,0.20688888888888887,0.19031928987563354,0.036221432098765424,0.0,1.0,1.0
289,0.0027748872702046483,0.04223615804813696,0.0,4.0,20.0,1.0,7.5,7.5,0.6806294878916634,0.6806294878916634,95.0,56.25,3.75,0.01580645161290295,0.01713881373569198,0.0012530387361556247,0.0003444038831218736,0.16842105263157894,0.11578947368421053,0.10526315789473684,0.3247368421052632,1.0,0.0,0.6395,0.16,0.6752631578947368,0.7012727272727273,0.19072626902262535,0.0,0.03637650969529086,1.0,1.0,0.18947368421052632,0.0,0.0,0.5191578947368422,0.19922831735893656,0.03969192243767314,7.0,95.0,0.4808421052631578,0.1992283173589365,0.039691922437673124,0.0,1.0,1.0
290,0.0027748872702046483,0.2162225864249081,1.0,4.0,84.0,1.0,30.5,30.5,0.4697935723295532,0.4697935723295532,95.0,930.25,15.25,0.08161290322580661,0.008930072840790844,0.0017851851851851837,0.0028520649046679895,0.4842105263157895,0.3894736842105263,0.3263157894736842,0.221157894736842,1.0,0.0,0.6470588235294118,0.0,0.778842105263158,0.8075641025641026,0.26483704287689513,0.06315789473684211,0.07013865927977839,1.0,1.0,0.4842105263157895,0.0,0.0,0.6337894736842106,0.2859966100180704,0.08179406094182827,4.0,95.0,0.3662105263157895,0.2859966100180704,0.08179406094182826,0.0,1.0,1.0
