,AS_distribution_most_pop_ans,AS_entropy_distance_highest_lowest,AS_has_pop_ans_changed,AS_std_distance_highest_lowest,AS_var_distance_highest_lowest,A_above50%,A_distance1-2,A_distance1-last,A_entropy,A_entropy_eliminate,A_num,A_var,A_wasser_uniform,CS_mean_high_low_diff,CS_var_high_low_diff,CS_var_least_pop,CS_var_most_pop,C_above_90,C_above_95,C_above_98,C_distance_mean,C_highest,C_if_highest_pop,C_least_pop,C_lowest,C_mean,C_most_pop,C_std,C_under_15,C_var,P_above_80,P_high_con_low_p,P_higher_then_vote,P_highest_mean,P_highest_std,P_highest_var,P_low_con_high_p,P_lower_then_votes,P_lowest_mean,P_lowest_std,P_lowest_var,P_prediction,HAC,MR,NA,NONE,SP,WC,dataset_id
152,0.002081165,0.149616447,1,3,60,1,28.5,28.5,0.491327448,0.491327448,93,812.25,14.25,0.039677419,0.019086993,0.00067381,0.000238289,0.301075269,0.225806452,0.139784946,0.236236559,1,0,0.621666667,0.11,0.763763441,0.797866667,0.187478538,0.010752688,0.035148202,0.376344086,0,0,0.689032258,0.218956786,0.047942074,0.043010753,1,0.310967742,0.218956786,0.047942074,0,1,1,0,0,1,1,1
153,0.009943346,0.265847721,1,7,112,1,26.5,26.5,0.520576002,0.520576002,93,702.25,13.25,0.129677419,0.070387305,0.010449284,0.005371375,0.505376344,0.462365591,0.451612903,0.218602151,1,0,0.7,0,0.781397849,0.80369863,0.295429672,0.086021505,0.087278691,0.666666667,0,0,0.694408602,0.330009652,0.108906371,0.043010753,1,0.305591398,0.330009652,0.108906371,0,1,1,0,0,1,1,1
154,0.00369985,0.042236158,0,4,20,1,4.5,4.5,0.688457222,0.688457222,93,20.25,2.25,0.042580645,0.015401249,0.001554372,0.000492914,0.301075269,0.215053763,0.204301075,0.289032258,1,0,0.689047619,0,0.710967742,0.729019608,0.227052476,0.010752688,0.051552827,0.376344086,0,0,0.553225806,0.282649375,0.079890669,0.043010753,1,0.446774194,0.282649375,0.079890669,0,0,0,1,0,1,0,1
155,0.000924962,0.021025514,0,2,10,1,1.5,1.5,0.692626799,0.692626799,93,2.25,0.75,0.033870968,0.036976067,0.000589561,4.34E-05,0.193548387,0.150537634,0.150537634,0.335698925,1,1,0.671333333,0,0.664301075,0.657708333,0.212240469,0.021505376,0.045046017,0.23655914,0,0,0.529892473,0.254729435,0.064887085,0.043010753,1,0.470107527,0.254729435,0.064887085,0,0,1,0,0,1,1,1
156,0.023950617,0.526866921,1,11,187,1,28,28,0.484607825,0.484607825,90,784,14,0.127666667,0.016292889,0.005530474,0.002874859,0.266666667,0.177777778,0.088888889,0.274111111,1,0,0.597058824,0.06,0.725888889,0.755890411,0.208970463,0.022222222,0.043668654,0.388888889,0,0,0.680222222,0.227708282,0.051851062,0.022222222,1,0.319777778,0.227708282,0.051851062,0,0,0,1,1,0,0,1
157,0.000924962,0.092356019,1,2,38,1,29.5,29.5,0.475606367,0.475606367,93,870.25,14.75,0.017741935,0.020168574,0.017651814,0.000946844,0.322580645,0.247311828,0.225806452,0.292795699,1,0,0.490588235,0.08,0.707204301,0.755657895,0.249366361,0.010752688,0.062183582,0.365591398,0,0,0.676666667,0.217563899,0.04733405,0.086021505,1,0.323333333,0.217563899,0.04733405,0,1,1,0,0,1,1,1
158,0.000231241,0.017041067,1,1,8,1,11.5,11.5,0.66224598,0.66224598,93,132.25,5.75,0.057741935,0.015868887,0.001773272,0.001788888,0.376344086,0.290322581,0.225806452,0.300322581,1,0,0.637428571,0,0.699677419,0.737241379,0.283364774,0.043010753,0.080295595,0.397849462,0,0,0.545698925,0.286530592,0.08209978,0.096774194,1,0.454301075,0.286530592,0.08209978,0,1,1,0,0,1,1,1
159,0.016880564,0.246653874,1,9,108,1,21.5,21.5,0.582078853,0.582078853,93,462.25,10.75,0.158387097,0.074218522,0.003583637,0.005687413,0.505376344,0.462365591,0.397849462,0.209677419,1,0,0.7024,0,0.790322581,0.822647059,0.257804842,0.043010753,0.066463337,0.52688172,0,0,0.602795699,0.317054202,0.100523367,0.021505376,1,0.397204301,0.317054202,0.100523367,0,1,1,0,0,1,1,1
160,0.000231241,0.031417553,1,1,14,1,21.5,21.5,0.582078853,0.582078853,93,462.25,10.75,0.076774194,0.011165036,0.000577779,0.001437107,0.311827957,0.23655914,0.204301075,0.271290323,1,0,0.7148,0,0.728709677,0.733823529,0.25244706,0.043010753,0.063729518,0.451612903,0,0,0.571182796,0.294840396,0.086930859,0.010752688,1,0.428817204,0.294840396,0.086930859,0,1,1,0,0,1,1,1
161,0.001618684,0.202586254,1,3,72,1,36.5,36.5,0.341313242,0,93,1332.25,18.25,0.101935484,0.029577732,0.004124222,0.002658957,0.430107527,0.311827957,0.290322581,0.212580645,1,0,0.456,0.08,0.787419355,0.827349398,0.223023714,0.010752688,0.049739577,0.387096774,0,0,0.721290323,0.191335014,0.036609088,0.043010753,1,0.278709677,0.191335014,0.036609088,0,1,1,0,0,1,1,1
162,0.002081165,0.025195091,1,3,12,1,4.5,4.5,0.688457222,0.688457222,93,20.25,2.25,0.057741935,0.025861186,0.00338599,0.00061292,0.150537634,0.086021505,0.064516129,0.350107527,1,1,0.672142857,0.03,0.649892473,0.631568627,0.205993499,0.021505376,0.042433322,0.23655914,0,0,0.54344086,0.226613662,0.051353752,0.043010753,1,0.45655914,0.226613662,0.051353752,0,0,1,0,0,1,1,1
163,0.002774887,0.077642641,1,4,36,1,13.5,13.5,0.650390641,0.650390641,93,182.25,6.75,0.048387097,0.011501561,0.001120772,0.000569599,0.408602151,0.35483871,0.247311828,0.239677419,1,0,0.685151515,0,0.760322581,0.801666667,0.251979055,0.043010753,0.063493444,0.440860215,0,0,0.577956989,0.314760736,0.099074321,0.043010753,1,0.422043011,0.314760736,0.099074321,0,1,1,0,0,1,1,1
164,0.000924962,0.145325826,1,2,50,1,38.5,38.5,0.293235094,0,93,1482.25,19.25,0.09,0.03476129,0.096666889,0.001011274,0.537634409,0.430107527,0.376344086,0.16827957,1,0,0.52125,0.11,0.83172043,0.860941176,0.211103723,0.010752688,0.044564782,0.720430108,0,0,0.847741935,0.176867176,0.031281998,0.043010753,1,0.152258065,0.176867176,0.031281998,0,1,1,0,0,1,1,1
165,0.000693722,0.175430913,1,2,54,1,40.5,40.5,0.239217094,0,93,1640.25,20.25,0.024516129,0.036837669,0.01395,5.42E-05,0.688172043,0.580645161,0.483870968,0.114408602,1,0,0.54,0.08,0.885591398,0.909425287,0.178659659,0.010752688,0.031919274,0.709677419,0,0,0.83172043,0.175202639,0.030695965,0.032258065,1,0.16827957,0.175202639,0.030695965,0,1,1,0,0,1,1,1
166,0.004856053,0.063827405,1,5,30,1,10.5,10.5,0.667431708,0.667431708,93,110.25,5.25,0.100322581,0.03304204,0.000266969,0.003023832,0.322580645,0.23655914,0.215053763,0.296021505,1,0,0.669166667,0,0.703978495,0.725964912,0.264437483,0.053763441,0.069927182,0.365591398,0,0,0.514516129,0.272375121,0.074188207,0.032258065,1,0.485483871,0.272375121,0.074188207,0,1,1,0,0,1,1,1
167,0.001728395,0.062147365,1,3,27,1,14,14,0.643939531,0.643939531,90,196,7,0.108,0.031853333,0.001746176,0.002308766,0.455555556,0.366666667,0.3,0.212222222,1,0,0.761935484,0.02,0.787777778,0.801355932,0.230003757,0.022222222,0.052901728,0.533333333,0,0,0.545555556,0.338234341,0.114402469,0.011111111,1,0.454444444,0.338234341,0.114402469,0,1,1,0,0,1,1,1
168,0.000231241,0.078719686,1,1,26,1,39.5,39.5,0.267059294,0,93,1560.25,19.75,0.081935484,0.020825806,0.0150378,0.000986095,0.322580645,0.258064516,0.193548387,0.231935484,1,0,0.528571429,0.15,0.768064516,0.78755814,0.196552316,0.010752688,0.038632813,0.344086022,0,0,0.715591398,0.174161354,0.030332177,0.043010753,1,0.284408602,0.174161354,0.030332177,0,1,1,0,0,1,1,1
169,0.011099549,0.158467432,1,8,72,1,13.5,13.5,0.650390641,0.650390641,93,182.25,6.75,0.083870968,0.018046202,0.003196691,0.002949848,0.322580645,0.247311828,0.172043011,0.265913978,1,0,0.730606061,0.11,0.734086022,0.736,0.223559843,0.010752688,0.049979003,0.376344086,0,0,0.614946237,0.259252953,0.067212094,0.043010753,1,0.385053763,0.259252953,0.067212094,0,0,0,1,1,0,0,1
170,0.004856053,0.253085931,1,5,100,1,31.5,31.5,0.441803348,0.441803348,93,992.25,15.75,0.052580645,0.007006243,0.020620222,0.000435043,0.52688172,0.397849462,0.365591398,0.18655914,1,0,0.511333333,0,0.81344086,0.871538462,0.244836986,0.053763441,0.05994515,0.612903226,0,0,0.784301075,0.227243405,0.051639565,0.032258065,1,0.215698925,0.227243405,0.051639565,0,1,1,0,0,1,1,1
171,0.001618684,0.149616447,1,3,60,1,30.5,30.5,0.459110923,0.459110923,93,930.25,15.25,0.009677419,0.019281582,0.003976219,0.000156308,0.430107527,0.365591398,0.333333333,0.236129032,1,0,0.690625,0,0.763870968,0.779090909,0.268704708,0.053763441,0.07220222,0.591397849,0.010752688,0,0.669892473,0.312655964,0.097753752,0,1,0.330107527,0.312655964,0.097753752,0,1,1,0,0,1,1,1
172,0.002774887,0.216222586,1,4,84,1,31.5,31.5,0.441803348,0.441803348,93,992.25,15.75,0.052258065,0.016780229,0.000142043,0.000691367,0.505376344,0.430107527,0.35483871,0.219032258,1,0,0.718666667,0,0.780967742,0.792948718,0.264794765,0.010752688,0.070116268,0.655913978,0,0,0.723548387,0.301475387,0.090887409,0.053763441,1,0.276451613,0.301475387,0.090887409,0,1,1,0,0,1,1,1
173,0.001618684,0.025195091,0,3,12,1,0.5,0.5,0.693089369,0.693089369,93,0.25,0.25,0.063225806,0.03653257,0.000398157,0.003966326,0.311827957,0.215053763,0.193548387,0.286344086,1,1,0.737173913,0,0.713655914,0.690638298,0.252781452,0.064516129,0.063898462,0.35483871,0,0,0.534516129,0.277699908,0.077117239,0.053763441,1,0.465483871,0.277699908,0.077117239,0,0,1,0,0,1,0,1
174,0.004393572,0.133272341,1,5,60,1,17.5,17.5,0.620555446,0.620555446,93,306.25,8.75,0.096774194,0.042242456,0.025000154,0.000680718,0.537634409,0.47311828,0.430107527,0.206451613,1,0,0.722758621,0,0.793548387,0.825625,0.267684798,0.032258065,0.071655151,0.569892473,0,0,0.596236559,0.338808519,0.114791213,0.043010753,1,0.403763441,0.338808519,0.114791213,0,1,1,0,0,1,1,1
175,0.000231241,0.036863344,1,1,16,1,23.5,23.5,0.559362569,0.559362569,93,552.25,11.75,0.042903226,0.016343184,0.009206617,0.000217171,0.483870968,0.397849462,0.333333333,0.213655914,1,0,0.657391304,0,0.786344086,0.828714286,0.243115022,0.021505376,0.059104914,0.52688172,0,0,0.67344086,0.273996682,0.075074182,0.021505376,1,0.32655914,0.273996682,0.075074182,0,1,1,0,0,1,1,1
176,0.01133079,0.310862614,1,7,126,1,30.5,30.5,0.459110923,0.459110923,93,930.25,15.25,0.05516129,0.00679001,0.000302,0.000670878,0.247311828,0.150537634,0.107526882,0.301935484,1,0,0.50125,0.13,0.698064516,0.738961039,0.210433542,0.010752688,0.044282275,0.301075269,0,0,0.67688172,0.179005487,0.032042965,0.032258065,1,0.32311828,0.179005487,0.032042965,0,1,1,0,0,1,1,1
177,0.000231241,0.0495241,1,1,20,1,30.5,30.5,0.459110923,0.459110923,93,930.25,15.25,0.131290323,0.007108429,0.002900617,0.005586082,0.494623656,0.430107527,0.408602151,0.175698925,1,0,0.615,0.09,0.824301075,0.867792208,0.204610292,0.010752688,0.041865372,0.387096774,0.010752688,0,0.677419355,0.228627994,0.05227076,0.032258065,1,0.322580645,0.228627994,0.05227076,0,1,1,0,0,1,1,1
178,0.002222222,0.129353963,1,3,51,1,24,24,0.543272781,0.543272781,90,576,12,0.107666667,0.045179444,0.000482824,0.003438411,0.488888889,0.433333333,0.366666667,0.213444444,1,1,0.796666667,0,0.786555556,0.783478261,0.279281463,0.077777778,0.077998136,0.6,0.011111111,0,0.592111111,0.342965805,0.117625543,0.022222222,1,0.407888889,0.342965805,0.117625543,0,0,1,0,0,1,1,1
179,0.004856053,0.109060194,1,5,50,1,13.5,13.5,0.650390641,0.650390641,93,182.25,6.75,0.038064516,0.006646826,0.000990895,0.000560438,0.129032258,0.075268817,0.064516129,0.36344086,1,0,0.569090909,0,0.63655914,0.673666667,0.20534521,0.032258065,0.042166655,0.182795699,0,0,0.585376344,0.20244505,0.040983998,0.053763441,1,0.414623656,0.20244505,0.040983998,0,0,0,1,1,0,0,1
180,0.003006128,0.216222586,1,4,84,1,32.5,32.5,0.423640537,0.423640537,93,1056.25,16.25,0.082580645,0.022678668,0.018841311,0.000143103,0.311827957,0.258064516,0.182795699,0.239354839,1,0,0.570714286,0.11,0.760645161,0.794303797,0.198677382,0.010752688,0.039472702,0.322580645,0,0,0.688709677,0.189397606,0.035871453,0.010752688,1,0.311290323,0.189397606,0.035871453,0,1,1,0,0,1,1,1
181,0.001618684,0.242037052,1,3,78,1,39.5,39.5,0.267059294,0,93,1560.25,19.75,0.127419355,0.046653694,0.062066667,0.000923152,0.64516129,0.559139785,0.483870968,0.144731183,1,0,0.517142857,0.2,0.855268817,0.882790698,0.212570501,0,0.045186218,0.688172043,0,0,0.817956989,0.205513044,0.042235611,0.021505376,1,0.182043011,0.205513044,0.042235611,0,1,1,0,0,1,1,1
182,0.001618684,0.173390668,1,3,66,1,32.5,32.5,0.423640537,0.423640537,93,1056.25,16.25,0.177419355,0.058703018,0.025952,0.003448217,0.612903226,0.559139785,0.505376344,0.204301075,1,0,0.761428571,0,0.795698925,0.801772152,0.309385092,0.086021505,0.095719135,0.655913978,0,0,0.656451613,0.342823962,0.117528269,0.021505376,1,0.343548387,0.342823962,0.117528269,0,1,1,0,0,1,1,1
183,0.00369985,0.160636916,1,4,68,1,27.5,27.5,0.506307477,0.506307477,93,756.25,13.75,0.129677419,0.033913007,0.002589596,0.000440296,0.430107527,0.344086022,0.301075269,0.216774194,1,0,0.539473684,0.1,0.783225806,0.845810811,0.220059431,0.021505376,0.048426153,0.397849462,0,0,0.704086022,0.209080098,0.043714487,0.043010753,1,0.295913978,0.209080098,0.043714487,0,1,1,0,0,1,1,1
184,0.00369985,0.042236158,0,4,20,1,4.5,4.5,0.688457222,0.688457222,93,20.25,2.25,0.033870968,0.023114256,0.000176282,0.000462678,0.150537634,0.11827957,0.096774194,0.341505376,1,0,0.649047619,0,0.658494624,0.66627451,0.198678138,0.021505376,0.039473003,0.247311828,0,0,0.546451613,0.228071132,0.052016441,0.032258065,1,0.453548387,0.228071132,0.052016441,0,0,0,1,1,0,0,1
185,0,0,0,0,0,1,0.5,0.5,0.693089369,0.693089369,93,0.25,0.25,0.126451613,0.031433507,0.006350855,0.002748386,0.408602151,0.333333333,0.322580645,0.194946237,1,0,0.769565217,0.15,0.805053763,0.839787234,0.199254652,0.021505376,0.039702416,0.451612903,0,0,0.520752688,0.305801385,0.093514487,0.010752688,1,0.479247312,0.305801385,0.093514487,0,1,1,0,0,1,1,1
186,0.005781015,0.348821581,1,5,120,1,33.5,33.5,0.404572908,0,93,1122.25,16.75,0.127096774,0.08240999,0.007508796,0.004420984,0.591397849,0.548387097,0.494623656,0.207311828,1,1,0.799230769,0,0.792688172,0.791625,0.314735389,0.096774194,0.099058365,0.720430108,0,0,0.691827957,0.330245742,0.10906225,0.075268817,1,0.308172043,0.330245742,0.10906225,0,0,1,0,0,1,1,1
187,0.002081165,0.051283511,1,3,24,1,13.5,13.5,0.650390641,0.650390641,93,182.25,6.75,0.024516129,0.02223642,0.001613671,0.000535087,0.258064516,0.225806452,0.182795699,0.314731183,1,1,0.714545455,0.08,0.685268817,0.669166667,0.242423212,0.032258065,0.058769014,0.290322581,0,0,0.519784946,0.255149033,0.065101029,0.053763441,1,0.480215054,0.255149033,0.065101029,0,0,1,0,0,1,1,1
188,0.004393572,0.253085931,1,5,100,1,30.5,30.5,0.459110923,0.459110923,93,930.25,15.25,0.111612903,0.01108616,0.000633951,0.002134294,0.23655914,0.215053763,0.172043011,0.243978495,1,0,0.691875,0.29,0.756021505,0.769350649,0.177577121,0,0.031533634,0.35483871,0,0,0.688064516,0.208843503,0.043615609,0.021505376,1,0.311935484,0.208843503,0.043615609,0,1,1,0,0,1,1,1
189,0.000246914,0.098785281,1,1,27,1,40,40,0.214559155,0,90,1600,20,0.024666667,0.03234,0.037901506,0.000127423,0.6,0.466666667,0.4,0.124333333,1,0,0.538,0.11,0.875666667,0.895529412,0.167498259,0.011111111,0.028055667,0.633333333,0,0,0.814888889,0.180722282,0.032660543,0.044444444,1,0.185111111,0.180722282,0.032660543,0,1,1,0,0,1,1,1
190,0.000693722,0.038632314,1,2,18,1,13.5,13.5,0.650390641,0.650390641,93,182.25,6.75,0.055806452,0.005970656,0.00158874,0.000109696,0.139784946,0.129032258,0.129032258,0.323010753,1,0,0.596363636,0.22,0.676989247,0.721333333,0.200439222,0,0.040175882,0.225806452,0,0,0.598817204,0.220053021,0.048423332,0.043010753,1,0.401182796,0.220053021,0.048423332,0,1,1,0,0,1,1,1
191,0.000924962,0.123866568,1,2,46,1,35.5,35.5,0.363483082,0,93,1260.25,17.75,0.027419355,0.002659521,0.002804543,0.000611687,0.322580645,0.247311828,0.182795699,0.223548387,1,0,0.587272727,0.07,0.776451613,0.801829268,0.190390912,0.010752688,0.036248699,0.408602151,0,0,0.736989247,0.181705096,0.033016742,0.021505376,1,0.263010753,0.181705096,0.033016742,0,1,1,0,0,1,1,1
192,0.003006128,0.059657828,1,4,28,1,11.5,11.5,0.66224598,0.66224598,93,132.25,5.75,0.038709677,0.027505515,0.003180214,0.001249897,0.204301075,0.161290323,0.150537634,0.291827957,1,0,0.685714286,0.01,0.708172043,0.721724138,0.214500902,0.032258065,0.046010637,0.258064516,0,0,0.585698925,0.233672861,0.054603006,0.043010753,1,0.414301075,0.233672861,0.054603006,0,0,0,1,1,0,0,1
193,0.004393572,0.133272341,1,5,60,1,18.5,18.5,0.611772624,0.611772624,93,342.25,9.25,0.129354839,0.039498855,0.006561561,0.002005778,0.333333333,0.268817204,0.247311828,0.257849462,1,0,0.713928571,0,0.742150538,0.754307692,0.252862534,0.043010753,0.063939461,0.430107527,0,0,0.589677419,0.280726598,0.078807423,0.053763441,1,0.410322581,0.280726598,0.078807423,0,1,1,0,0,1,1,1
194,0.002081165,0.129219363,1,3,54,1,25.5,25.5,0.534159367,0.534159367,93,650.25,12.75,0.082258065,0.021270135,0.002489506,0.001813111,0.279569892,0.150537634,0.139784946,0.26172043,1,0,0.62047619,0.15,0.73827957,0.772638889,0.194409078,0.010752688,0.03779489,0.333333333,0,0,0.680430108,0.198244521,0.03930089,0.032258065,1,0.319569892,0.198244521,0.03930089,0,1,1,0,0,1,1,1
195,0.003006128,0.096408997,1,4,44,1,17.5,17.5,0.620555446,0.620555446,93,306.25,8.75,0.082903226,0.047401457,0.00170877,0.001915339,0.408602151,0.35483871,0.290322581,0.220430108,1,0,0.729310345,0.06,0.779569892,0.80234375,0.224599591,0.010752688,0.050444976,0.397849462,0,0,0.576236559,0.286903805,0.082313794,0.021505376,1,0.423763441,0.286903805,0.082313794,0,1,1,0,0,1,1,1
196,0.004393572,0.109060194,1,5,50,1,14.5,14.5,0.643708583,0.643708583,93,210.25,7.25,0.08,0.037862019,0.004142914,0.004747215,0.096774194,0.075268817,0.064516129,0.422150538,1,1,0.61,0.02,0.577849462,0.560983607,0.202600563,0.043010753,0.041046988,0.193548387,0,0,0.510645161,0.216337085,0.046801734,0.075268817,1,0.489354839,0.216337085,0.046801734,0,0,1,0,0,1,1,1
197,0.000231241,0.008374317,0,1,4,1,2.5,2.5,0.69170123,0.69170123,93,6.25,1.25,0.06,0.022735484,0.001113838,0.001960484,0.344086022,0.268817204,0.23655914,0.239569892,1,1,0.776136364,0.15,0.760430108,0.746326531,0.208352028,0.010752688,0.043410568,0.344086022,0,0,0.584086022,0.277319103,0.076905885,0.043010753,1,0.415913978,0.277319103,0.076905885,0,1,0,0,0,1,0,1
198,0.000693722,0.145325826,1,2,50,1,37.5,37.5,0.31793678,0,93,1406.25,18.75,0.053225806,0.013469511,0.000254321,3.47E-05,0.462365591,0.333333333,0.290322581,0.183333333,1,0,0.555555556,0.12,0.816666667,0.844642857,0.194910144,0.010752688,0.037989964,0.559139785,0,0,0.766666667,0.192411596,0.037022222,0.021505376,1,0.233333333,0.192411596,0.037022222,0,1,1,0,0,1,1,1
199,0,0,1,0,0,1,37.5,37.5,0.31793678,0,93,1406.25,18.75,0.056129032,0.025040375,0.004390889,0.00010456,0.537634409,0.419354839,0.35483871,0.168387097,1,0,0.614444444,0.1,0.831612903,0.854880952,0.202836288,0.010752688,0.04114256,0.741935484,0,0,0.824623656,0.203562672,0.041437762,0.043010753,1,0.175376344,0.203562672,0.041437762,0,1,1,0,0,1,1,1
200,0.003950617,0.093096496,1,4,40,1,13,13,0.650818076,0.650818076,90,169,6.5,0.025,0.016355111,0.006182212,0.002218545,0.188888889,0.1,0.044444444,0.342555556,1,0,0.52625,0.01,0.657444444,0.729827586,0.234390752,0.044444444,0.054939025,0.322222222,0,0,0.649111111,0.214520884,0.04601921,0.055555556,1,0.350888889,0.214520884,0.04601921,0,1,1,0,0,0,1,1
201,0.005781015,0.086016958,1,5,40,1,14.5,14.5,0.643708583,0.643708583,93,210.25,7.25,0.093870968,0.065923829,0.000395191,0.004500456,0.408602151,0.365591398,0.333333333,0.260215054,1,0,0.7378125,0,0.739784946,0.740819672,0.282519306,0.075268817,0.079817158,0.408602151,0,0,0.519784946,0.303683404,0.09222361,0.032258065,1,0.480215054,0.303683404,0.09222361,0,1,1,0,0,1,1,1
202,0.001618684,0.111112815,1,3,48,1,24.5,24.5,0.547081157,0.547081157,93,600.25,12.25,0.043870968,0.011915921,0.002786077,0.000472545,0.419354839,0.279569892,0.204301075,0.197204301,1,0,0.706818182,0.3,0.802795699,0.832535211,0.178339808,0,0.031805087,0.440860215,0,0,0.697526882,0.230719566,0.053231518,0.021505376,1,0.302473118,0.230719566,0.053231518,0,1,1,0,0,1,1,1
203,0.008555902,0.36322317,1,7,140,1,30.5,30.5,0.459110923,0.459110923,93,930.25,15.25,0.071612903,0.035297607,0.041536222,6.57E-05,0.376344086,0.333333333,0.311827957,0.230322581,1,0,0.654375,0.13,0.769677419,0.793636364,0.221449048,0.021505376,0.049039681,0.408602151,0,0,0.684086022,0.241417127,0.058282229,0.043010753,1,0.315913978,0.241417127,0.058282229,0,1,1,0,0,1,1,1
204,0.001618684,0.051283511,0,3,24,1,3.5,3.5,0.690311802,0.690311802,93,12.25,1.75,0.04483871,0.010823309,0.001778622,0.001062247,0.47311828,0.430107527,0.365591398,0.202795699,1,0,0.775581395,0,0.797204301,0.8158,0.244278026,0.021505376,0.059671754,0.462365591,0,0,0.570430108,0.308394783,0.095107342,0.032258065,1,0.429569892,0.308394783,0.095107342,0,0,0,1,0,1,0,1
205,0.009943346,0.36322317,1,7,140,1,32.5,32.5,0.423640537,0.423640537,93,1056.25,16.25,0.014193548,0.02679563,0.019629167,9.19E-05,0.516129032,0.397849462,0.376344086,0.184946237,1,0,0.448571429,0.06,0.815053763,0.88,0.236686916,0.021505376,0.056020696,0.580645161,0,0,0.786989247,0.18898589,0.035715667,0.032258065,1,0.213010753,0.18898589,0.035715667,0,1,1,0,0,1,1,1
206,0.003006128,0.042236158,1,4,20,1,8.5,8.5,0.676345738,0.676345738,93,72.25,4.25,0.082258065,0.006919251,0.000397859,0.002154319,0.11827957,0.086021505,0.064516129,0.364946237,1,1,0.666052632,0.03,0.635053763,0.613636364,0.202742613,0.032258065,0.041104567,0.215053763,0,0,0.524408602,0.212012692,0.044949381,0.043010753,1,0.475591398,0.212012692,0.044949381,0,0,1,0,0,1,1,1
207,0.001618684,0.129219363,1,3,54,1,27.5,27.5,0.506307477,0.506307477,93,756.25,13.75,0.052258065,0.01131488,0.009150347,0.000984115,0.268817204,0.193548387,0.139784946,0.277204301,1,0,0.61,0.09,0.722795699,0.751756757,0.20989688,0.021505376,0.0440567,0.376344086,0,0,0.652473118,0.219180565,0.04804012,0.021505376,1,0.347526882,0.219180565,0.04804012,0,1,1,0,0,1,1,1
208,0.002081165,0,1,3,84,1,43.5,43.5,0.142505867,0,93,1892.25,21.75,0.116451613,0.02010718,0.035203076,0.002561059,0.440860215,0.301075269,0.23655914,0.172795699,1,0,0.49,0.2,0.827204301,0.838444444,0.176959783,0,0.031314765,0.580645161,0,0,0.792258065,0.159906754,0.02557017,0.010752688,1,0.207741935,0.159906754,0.02557017,0,1,1,0,0,1,1,1
209,0.006474737,0.331805617,1,6,126,1,32.5,32.5,0.423640537,0.423640537,93,1056.25,16.25,0.017419355,0.019180853,0.002499113,4.73E-06,0.290322581,0.193548387,0.182795699,0.237634409,1,0,0.583571429,0.09,0.762365591,0.794050633,0.191184187,0.010752688,0.036551393,0.376344086,0,0,0.716666667,0.182770397,0.033405018,0.021505376,1,0.283333333,0.182770397,0.033405018,0,1,1,0,0,1,1,1
210,0.000231241,0.004169577,1,1,2,1,3.5,3.5,0.690311802,0.690311802,93,12.25,1.75,0.005806452,0.011280333,0.002226543,0.00085229,0.225806452,0.161290323,0.129032258,0.295591398,1,0,0.691860465,0.17,0.704408602,0.7152,0.203667779,0,0.041480564,0.290322581,0,0,0.555806452,0.242461936,0.05878779,0.053763441,1,0.444193548,0.242461936,0.05878779,0,0,0,1,0,1,0,1
211,0.001728395,0.129353963,1,3,51,1,25,25,0.529706199,0.529706199,90,625,12.5,0.113,0.038819,0.020015377,0.000542569,0.477777778,0.333333333,0.266666667,0.224555556,1,0,0.455,0.01,0.775444444,0.867,0.261870032,0.055555556,0.068575914,0.644444444,0,0,0.778,0.215752945,0.046549333,0.033333333,1,0.222,0.215752945,0.046549333,0,1,1,0,0,0,1,1
212,0.007168459,0.176104259,1,6,78,1,21.5,21.5,0.582078853,0.582078853,93,462.25,10.75,0.116129032,0.015948803,0.003683556,0.001690167,0.11827957,0.096774194,0.086021505,0.32,1,0,0.5764,0.05,0.68,0.718088235,0.180077642,0.010752688,0.032427957,0.225806452,0,0,0.62655914,0.195588413,0.038254827,0.032258065,1,0.37344086,0.195588413,0.038254827,0,1,1,0,0,1,1,1
213,0.003006128,0.059657828,1,4,28,1,9.5,9.5,0.672130058,0.672130058,93,90.25,4.75,0.027741935,0.006074506,0.001294671,0.00018918,0.182795699,0.129032258,0.096774194,0.273655914,1,0,0.700810811,0.33,0.726344086,0.743214286,0.168808506,0,0.028496312,0.311827957,0,0,0.615913978,0.229647868,0.052738143,0.032258065,1,0.384086022,0.229647868,0.052738143,0,1,1,0,0,0,1,1
214,0.003006128,0.216222586,1,4,84,1,32.5,32.5,0.423640537,0.423640537,93,1056.25,16.25,0.06516129,0.032468678,0.017380247,1.31E-06,0.279569892,0.204301075,0.150537634,0.271290323,1,0,0.536428571,0.08,0.728709677,0.76278481,0.216676885,0.021505376,0.046948873,0.311827957,0,0,0.681397849,0.196055683,0.038437831,0.053763441,1,0.318602151,0.196055683,0.038437831,0,1,1,0,0,1,1,1
215,0.002081165,0.064991444,1,3,30,1,16.5,16.5,0.628799394,0.628799394,93,272.25,8.25,0.082903226,0.013790219,0.003714064,0.000897448,0.247311828,0.204301075,0.182795699,0.245913978,1,0,0.671,0.18,0.754086022,0.793650794,0.186064138,0,0.034619864,0.440860215,0.010752688,0,0.682365591,0.241279733,0.058215909,0.032258065,1,0.317634409,0.241279733,0.058215909,0,1,1,0,0,0,1,1
