,Answer,Confidence,Class,1,2,sum_prediction
0,2,0.4,1,0.5,0.5,1.0
1,1,0.4,0,0.35,0.65,1.0
2,1,0.8,0,0.7,0.3,1.0
3,1,0.6,0,0.6,0.4,1.0
4,1,0.8,0,0.7,0.3,1.0
5,1,0.6,0,0.44,0.56,1.0
6,1,0.6,0,0.55,0.45,1.0
7,2,0.6,1,0.3,0.7,1.0
8,2,0.6,1,0.35,0.65,1.0
9,2,0.6,1,0.5,0.5,1.0
10,2,0.8,1,0.25,0.75,1.0
11,1,0.6,0,0.75,0.25,1.0
12,2,0.2,1,0.9,0.1,1.0
13,2,0.4,1,0.3,0.7,1.0
14,2,0.6,1,0.35,0.65,1.0
15,2,0.6,1,0.35,0.65,1.0
16,1,0.6,0,0.6,0.4,1.0
17,1,0.8,0,0.6,0.4,1.0
18,1,0.4,0,0.65,0.35,1.0
19,1,0.6,0,0.6,0.4,1.0
20,1,0.8,0,0.75,0.25,1.0
21,2,0.6,1,0.25,0.75,1.0
22,1,0.6,0,0.65,0.35,1.0
23,1,0.6,0,0.65,0.35,1.0
24,1,0.6,0,0.7,0.3,1.0
25,1,0.8,0,0.85,0.15,1.0
26,2,0.4,1,0.45,0.55,1.0
27,2,0.4,1,0.29,0.71,1.0
28,2,0.6,1,0.7,0.3,1.0
29,1,0.6,0,0.5,0.5,1.0
30,1,0.6,0,0.6,0.4,1.0
31,1,0.6,0,0.72,0.28,1.0
32,1,0.4,0,0.5,0.5,1.0
33,1,0.8,0,0.85,0.15,1.0
34,1,0.8,0,0.7,0.3,1.0
35,1,0.8,0,0.65,0.35,1.0
36,1,0.6,0,0.55,0.45,1.0
