,Answer,Confidence,Class,1,2,sum_prediction
0,2,0.8,0,0.3,0.7,1.0
1,1,1.0,1,0.95,0.05,1.0
2,2,0.6,0,0.35,0.65,1.0
3,1,0.4,1,0.45,0.55,1.0
4,1,0.6,1,0.6,0.4,1.0
5,2,0.4,0,0.41,0.59,1.0
6,2,0.4,0,0.39,0.61,1.0
7,1,0.6,1,0.5,0.5,1.0
8,2,0.4,0,0.45,0.55,1.0
9,2,0.8,0,0.24,0.76,1.0
10,2,0.6,0,0.35,0.65,1.0
11,2,0.4,0,0.3,0.7,1.0
12,1,0.6,1,0.49,0.51,1.0
13,2,0.8,0,0.7,0.3,1.0
14,2,0.8,0,0.71,0.29,1.0
15,2,0.6,0,0.35,0.65,1.0
16,1,0.6,1,0.5,0.5,1.0
17,1,0.6,1,0.55,0.45,1.0
18,2,0.4,0,0.78,0.22,1.0
19,2,0.6,0,0.3,0.7,1.0
20,2,1.0,0,0.1,0.9,1.0
21,2,0.2,0,0.5,0.5,1.0
22,2,0.6,0,0.3,0.7,1.0
23,2,0.4,0,0.59,0.41,1.0
24,2,0.4,0,0.35,0.65,1.0
25,2,0.6,0,0.45,0.55,1.0
26,2,0.6,0,0.3,0.7,1.0
27,2,0.6,0,0.35,0.65,1.0
28,2,0.8,0,0.31,0.69,1.0
29,2,0.6,0,0.22,0.78,1.0
30,1,0.4,1,0.5,0.5,1.0
31,2,0.4,0,0.6,0.4,1.0
32,2,0.4,0,0.41,0.59,1.0
33,2,0.4,0,0.75,0.25,1.0
34,1,0.4,1,0.4,0.6,1.0
35,2,0.6,0,0.4,0.6,1.0
36,2,0.6,0,0.4,0.6,1.0
37,2,0.2,0,0.5,0.5,1.0
38,2,0.6,0,0.4,0.6,1.0
39,2,0.8,0,0.2,0.8,1.0
40,1,0.6,1,0.66,0.34,1.0
41,1,0.6,1,0.7,0.3,1.0
42,2,0.6,0,0.5,0.5,1.0
43,1,0.8,1,0.5,0.5,1.0
44,2,0.4,0,0.65,0.35,1.0
45,2,0.2,0,0.58,0.42,1.0
46,2,0.6,0,0.3,0.7,1.0
47,1,0.6,1,0.4,0.6,1.0
48,2,0.6,0,0.2,0.8,1.0
49,2,0.4,0,0.33,0.67,1.0
50,2,0.4,0,0.4,0.6,1.0
51,2,0.6,0,0.5,0.5,1.0
52,2,0.8,0,0.4,0.6,1.0
53,2,0.6,0,0.3,0.7,1.0
54,1,0.6,1,0.56,0.44,1.0
55,2,0.6,0,0.4,0.6,1.0
56,2,0.8,0,0.16,0.84,1.0
57,2,0.6,0,0.4,0.6,1.0
58,2,0.8,0,0.5,0.5,1.0
59,1,0.6,1,0.5,0.5,1.0
60,2,0.4,0,0.4,0.6,1.0
