,Answer,Confidence,Class,1,2,sum_prediction
0,1,1.0,1,0.9,0.1,1.0
1,2,1.0,0,0.1,0.9,1.0
2,1,0.4,1,0.2,0.8,1.0
3,1,0.8,1,0.7,0.3,1.0
4,1,0.6,1,0.6,0.4,1.0
5,2,0.6,0,0.6,0.4,1.0
6,1,0.8,1,0.85,0.15,1.0
7,1,0.6,1,0.9,0.1,1.0
8,1,1.0,1,0.9,0.1,1.0
9,1,0.8,1,0.8,0.2,1.0
10,1,0.6,1,0.6,0.4,1.0
11,1,0.8,1,0.8,0.2,1.0
12,1,0.8,1,0.85,0.15,1.0
13,1,1.0,1,0.95,0.05,1.0
14,1,0.6,1,0.6,0.4,1.0
15,1,0.8,1,0.75,0.25,1.0
16,1,0.8,1,0.7,0.3,1.0
17,1,1.0,1,0.92,0.08,1.0
18,1,0.6,1,0.65,0.35,1.0
19,1,1.0,1,0.95,0.05,1.0
