,Answer,Confidence,Class,1,2,sum_prediction
0,2,1.0,1,0.01,0.99,1.0
1,2,1.0,1,0.15,0.85,1.0
2,2,1.0,1,0.05,0.95,1.0
3,2,1.0,1,0.1,0.9,1.0
4,2,1.0,1,0.05,0.95,1.0
5,2,1.0,1,0.01,0.99,1.0
6,2,1.0,1,0.04,0.96,1.0
7,2,1.0,1,0.1,0.9,1.0
8,2,1.0,1,0.0600000000000001,0.94,1.0
9,2,1.0,1,0.1,0.9,1.0
10,2,1.0,1,0.05,0.95,1.0
11,2,0.8,1,0.35,0.65,1.0
12,2,0.6,1,0.52,0.48,1.0
13,2,1.0,1,0.1,0.9,1.0
14,2,1.0,1,0.56,0.44,1.0
15,2,1.0,1,0.0,1.0,1.0
16,2,0.4,1,0.2,0.8,1.0
17,2,1.0,1,0.0,1.0,1.0
18,2,0.6,1,0.53,0.47,1.0
19,2,0.8,1,0.1,0.9,1.0
20,2,0.2,1,0.8,0.2,1.0
21,2,0.2,1,0.5,0.5,1.0
22,2,1.0,1,0.05,0.95,1.0
23,2,1.0,1,0.0,1.0,1.0
24,2,1.0,1,0.1,0.9,1.0
25,2,1.0,1,0.1,0.9,1.0
26,2,1.0,1,0.1,0.9,1.0
27,2,1.0,1,0.05,0.95,1.0
28,2,0.8,1,0.0,1.0,1.0
29,2,1.0,1,0.0,1.0,1.0
30,2,1.0,1,0.0,1.0,1.0
31,2,1.0,1,0.1,0.9,1.0
32,2,0.8,1,0.18,0.82,1.0
33,2,1.0,1,0.05,0.95,1.0
34,2,1.0,1,0.01,0.99,1.0
35,2,1.0,1,0.1,0.9,1.0
36,2,1.0,1,0.1,0.9,1.0
37,2,0.2,1,0.5,0.5,1.0
38,2,0.8,1,0.1,0.9,1.0
39,2,1.0,1,0.0,1.0,1.0
40,2,1.0,1,0.05,0.95,1.0
41,2,0.8,1,0.2,0.8,1.0
42,2,1.0,1,0.1,0.9,1.0
43,2,1.0,1,0.0,1.0,1.0
44,2,1.0,1,0.01,0.99,1.0
45,2,1.0,1,0.0600000000000001,0.94,1.0
46,2,1.0,1,0.05,0.95,1.0
47,2,1.0,1,0.01,0.99,1.0
48,2,1.0,1,0.1,0.9,1.0
49,2,0.8,1,0.15,0.85,1.0
50,2,0.8,1,0.1,0.9,1.0
51,2,1.0,1,0.05,0.95,1.0
52,2,1.0,1,0.01,0.99,1.0
53,2,0.8,1,0.1,0.9,1.0
54,2,0.8,1,0.13,0.87,1.0
55,2,0.6,1,0.4,0.6,1.0
56,2,1.0,1,0.05,0.95,1.0
57,2,1.0,1,0.1,0.9,1.0
58,2,0.8,1,0.1,0.9,1.0
59,2,1.0,1,0.1,0.9,1.0
60,2,1.0,1,0.1,0.9,1.0
