,Answer,Confidence,Class,1,2,sum_prediction
0,1,0.8,1,0.89,0.11,1.0
1,1,1.0,1,0.9,0.1,1.0
2,1,1.0,1,0.95,0.05,1.0
3,1,0.8,1,0.8,0.2,1.0
4,1,1.0,1,0.99,0.01,1.0
5,1,0.8,1,0.6,0.4,1.0
6,1,1.0,1,1.0,0.0,1.0
7,1,1.0,1,0.9,0.1,1.0
8,1,1.0,1,1.0,0.0,1.0
9,1,1.0,1,1.0,0.0,1.0
10,1,1.0,1,0.8,0.2,1.0
11,1,1.0,1,0.8,0.2,1.0
12,1,0.8,1,0.75,0.25,1.0
13,1,0.6,1,0.8,0.2,1.0
14,1,0.8,1,0.78,0.22,1.0
15,1,0.8,1,0.8,0.2,1.0
16,1,1.0,1,0.96,0.04,1.0
17,1,1.0,1,0.95,0.05,1.0
18,1,0.8,1,0.75,0.25,1.0
19,1,0.8,1,0.9,0.1,1.0
